"","V1","V2","V3","V4","V5"
"MZT1",-1,NA,NA,-1,0
"CDHR3",1,-1,-1,1,1
"MTNR1A",-1,-1,-1,1,1
"DHRS3",1,-1,-1,1,1
"IFITM2",-1,1,1,-1,1
"C7",1,1,-1,1,1
"MTMR10",-1,-1,1,1,1
"KLK11",1,-1,1,-1,1
"SLC4A8",1,-1,-1,-1,1
"L1TD1",1,NA,NA,1,0
"COL11A2",1,-1,1,1,1
"CFAP99",-1,-1,-1,NA,0
"PGM5P3-AS1",-1,NA,NA,NA,0
"CCDC175",-1,-1,1,NA,1
"SS18",-1,-1,-1,1,1
"FILIP1",1,-1,-1,1,1
"ERLIN1",-1,1,-1,-1,1
"ARHGAP32",-1,-1,-1,-1,0
"LOC105373902",1,NA,NA,NA,0
"CYP4F22",-1,1,1,1,1
"TRIM39",1,1,-1,-1,1
"HINT3",1,NA,NA,NA,0
"SLC52A3",1,1,1,NA,0
"ZDHHC8BP",1,NA,NA,NA,0
"RAD51",-1,1,1,-1,1
"SMIM30",1,1,-1,NA,1
"PLK2",1,-1,-1,1,1
"TAF6L",1,-1,-1,-1,1
"HS6ST2",1,-1,-1,1,1
"MS4A2",-1,1,-1,1,1
"PNLDC1",1,-1,-1,1,1
"FAM215B",-1,NA,NA,NA,0
"CA2",1,-1,-1,-1,1
"DRC3",1,-1,1,NA,1
"PDE4DIP",1,-1,-1,1,1
"DLX1",1,-1,1,1,1
"PLA2G1B",-1,1,1,-1,1
"DTX3",-1,-1,1,1,1
"HAAO",1,1,1,1,0
"MAP1S",-1,1,1,1,1
"PREB",1,1,1,1,0
"KLHL13",-1,-1,-1,NA,0
"WDPCP",-1,-1,-1,1,1
"TBC1D31",-1,1,1,NA,1
"NTAQ1",1,NA,NA,NA,0
"MBLAC2",1,-1,-1,-1,1
"MED21",-1,1,-1,-1,1
"KLF7",1,-1,-1,-1,1
"OCRL",1,-1,-1,1,1
"PSMD1",-1,1,1,1,1
"SLC1A1",1,-1,-1,1,1
"KNL1",1,1,-1,NA,1
"LOC105375044",-1,NA,NA,NA,0
"MBNL1-AS1",-1,NA,NA,NA,0
"ZNF140",1,1,-1,-1,1
"MIR6764",-1,NA,NA,NA,0
"LINC00987",1,NA,NA,NA,0
"SNRPN",1,1,1,-1,1
"CDC42EP4",-1,1,1,NA,1
"SLC25A25-AS1",-1,NA,NA,NA,0
"GLRB",-1,-1,-1,-1,0
"KCNJ16",1,-1,-1,NA,1
"CFAP47",1,-1,1,NA,1
"HCK",-1,1,-1,1,1
"HSPE1-MOB4",1,1,-1,NA,1
"SRL",1,1,1,NA,0
"SLITRK4",-1,1,-1,1,1
"CDK2",-1,-1,-1,-1,0
"NRBP1",-1,-1,-1,-1,0
"BAG4",-1,-1,-1,1,1
"B3GNT5",1,-1,-1,NA,1
"MFSD4A",1,-1,-1,NA,1
"DNAH3",1,-1,-1,-1,1
"CBFA2T3",-1,1,1,1,1
"DBN1",1,-1,1,1,1
"SRGAP3",-1,-1,-1,1,1
"AHR",1,1,-1,1,1
"REEP2",1,-1,1,1,1
"IMP3",1,1,1,-1,1
"DLGAP1",-1,-1,1,-1,1
"LIN7B",1,-1,1,-1,1
"ZNF628",-1,1,-1,NA,1
"AFF2",1,-1,-1,-1,1
"THAP4",1,1,1,1,0
"CAMK2N1",1,-1,-1,1,1
"DCDC2B",1,-1,-1,1,1
"CARD6",1,-1,-1,-1,1
"ABCC4",1,1,-1,-1,1
"105374162",-1,NA,NA,NA,0
"DTHD1",-1,-1,-1,NA,0
"MATN1",1,-1,1,1,1
"PABPC1",-1,1,-1,-1,1
"PCBP3",1,-1,1,NA,1
"ZC3H3",1,-1,1,-1,1
"EGLN2",1,1,1,-1,1
"IQCH",-1,-1,-1,-1,0
"ZCCHC2",-1,-1,-1,1,1
"SYNGR1",1,1,1,1,0
"PCDH1",1,-1,1,-1,1
"RAB30",-1,-1,-1,1,1
"ABCC11",-1,1,-1,1,1
"NPAS2",-1,-1,-1,-1,0
"GON4L",1,-1,1,-1,1
"BTBD9",-1,1,1,-1,1
"PM20D2",1,NA,NA,1,0
"CACNA1C",-1,-1,-1,1,1
"POLR2K",1,-1,-1,1,1
"XDH",-1,-1,1,-1,1
"HSPA1B",-1,NA,NA,-1,0
"WASHC5",1,1,1,NA,0
"HOXC9",-1,1,1,1,1
"SFRP5",1,NA,NA,1,0
"FGF14",-1,-1,-1,1,1
"DPYSL2",-1,1,1,1,1
"ZNF37BP",-1,NA,NA,-1,0
"GRM1",1,-1,-1,-1,1
"C3orf33",-1,1,-1,1,1
"ADGRF1",1,-1,1,NA,1
"ZNF570",1,1,-1,NA,1
"WAS",1,1,1,-1,1
"GCDH",1,-1,1,1,1
"EGR3",-1,-1,-1,-1,0
"OLR1",-1,-1,-1,-1,0
"PKIA",1,1,-1,-1,1
"CFAP70",1,-1,1,NA,1
"PLAGL1",-1,-1,-1,1,1
"NUTM2A-AS1",-1,NA,NA,NA,0
"PLSCR1",-1,-1,-1,-1,0
"RPL31",-1,1,1,1,1
"KCNK10",-1,-1,-1,NA,0
"AURKAIP1",-1,1,1,-1,1
"THAP9-AS1",1,NA,NA,NA,0
"MVB12A",1,1,1,NA,0
"PRF1",1,1,1,-1,1
"MLF2",1,1,1,-1,1
"LRRIQ1",-1,-1,-1,-1,0
"LOC105369914",-1,NA,NA,NA,0
"TCTN2",1,-1,-1,-1,1
"CHCHD1",1,1,1,-1,1
"SAMTOR",1,NA,NA,NA,0
"MYCL",1,1,1,NA,0
"EPB41L1",1,1,-1,1,1
"NME4",-1,-1,-1,-1,0
"NXN",-1,1,1,NA,1
"IGFBP1",1,-1,1,-1,1
"LRRC41",-1,-1,1,-1,1
"TIGIT",-1,1,-1,-1,1
"CDC42",1,1,-1,1,1
"PLOD1",-1,-1,1,-1,1
"MZF1",1,-1,1,1,1
"C22orf15",1,-1,-1,NA,1
"RBM20",1,-1,-1,1,1
"CRB2",1,1,-1,1,1
"PABPC5",1,1,-1,1,1
"RTN4R",-1,1,1,-1,1
"KRT8",-1,-1,1,1,1
"ZNF823",1,1,-1,NA,1
"VGF",1,-1,1,-1,1
"STOML3",-1,-1,-1,1,1
"HILPDA",1,-1,-1,1,1
"C15orf48",-1,1,1,-1,1
"TAFA2",-1,NA,NA,NA,0
"ATP6V0E2",1,1,1,1,0
"SRRM4",1,-1,-1,NA,1
"DUSP5",-1,-1,-1,1,1
"ZNF568",1,-1,-1,1,1
"SNHG1",1,NA,NA,-1,1
"TTYH1",-1,-1,1,-1,1
"CHASERR",-1,NA,NA,NA,0
"ZNF451",1,-1,-1,-1,1
"BMP3",-1,NA,NA,-1,0
"CBX6",1,1,1,-1,1
"KLF3",-1,-1,-1,1,1
"TLL2",-1,-1,1,-1,1
"LTBP4",-1,1,1,-1,1
"SLC38A4",-1,1,-1,1,1
"TNFSF10",1,1,1,-1,1
"RPL36AL",-1,1,1,1,1
"ABHD12",-1,1,1,NA,1
"MAN1C1",-1,1,-1,1,1
"SCAMP1",-1,1,1,-1,1
"DBNL",-1,1,1,-1,1
"RIOK3",-1,-1,-1,-1,0
"SIRPA",-1,1,-1,-1,1
"RAB5IF",-1,1,1,NA,1
"TMT1A",1,NA,NA,NA,0
"DICER1",-1,1,-1,-1,1
"CAPN13",1,-1,-1,-1,1
"TSPAN13",-1,-1,-1,-1,0
"LZTFL1",1,-1,-1,-1,1
"MBNL3",-1,1,-1,NA,1
"AGA",1,1,-1,NA,1
"RER1",1,-1,-1,1,1
"DBT",1,1,-1,-1,1
"LOC107986777",1,NA,NA,NA,0
"LOC105375288",1,NA,NA,NA,0
"DDC",-1,1,1,-1,1
"TBC1D2",-1,1,1,NA,1
"AQP7P3",-1,NA,NA,-1,0
"LRRC2",1,1,1,-1,1
"DPP4",1,1,-1,1,1
"PMPCA",-1,-1,1,-1,1
"NPY4R2",1,-1,1,NA,1
"ZDHHC14",1,1,1,-1,1
"ZNF483",-1,-1,-1,-1,0
"SLC26A4-AS1",1,NA,NA,NA,0
"PPIP5K1",1,-1,-1,1,1
"MCM10",1,-1,-1,1,1
"ESAM",1,-1,1,-1,1
"PROSER1",-1,-1,1,-1,1
"ATP5MC3",-1,1,1,NA,1
"ST20",-1,1,1,NA,1
"DAAM2",1,1,1,1,0
"MKRN1",-1,-1,-1,1,1
"GDF6",1,NA,1,1,0
"ENKUR",-1,-1,-1,1,1
"ENTPD7",1,-1,-1,1,1
"FEN1",1,1,1,1,0
"IL6ST",1,1,-1,1,1
"FBXW10",1,-1,1,1,1
"AGO1",-1,1,-1,NA,1
"COPZ1",1,-1,-1,-1,1
"TANC2",-1,-1,-1,-1,0
"SYCP2L",-1,-1,-1,-1,0
"MIER2",-1,1,1,1,1
"PASK",1,-1,-1,-1,1
"GUCA2B",1,NA,NA,-1,1
"NPC1",-1,-1,1,-1,1
"ADAMTS18",-1,-1,-1,-1,0
"KIAA0040",-1,1,1,-1,1
"KATNB1",-1,-1,1,-1,1
"PPBP",-1,NA,NA,1,1
"UBE3A",1,1,-1,-1,1
"NT5DC4",1,1,1,1,0
"LRRC46",1,-1,1,-1,1
"EVI5",-1,-1,-1,-1,0
"CMTR1",-1,-1,-1,NA,0
"MYL12-AS1",-1,NA,NA,NA,0
"LRRC58",1,NA,NA,-1,1
"ZNF488",-1,1,1,-1,1
"PLEKHG2",1,-1,1,1,1
"PRKCQ",-1,1,1,1,1
"HMCN1",1,-1,-1,-1,1
"OR7E12P",1,NA,NA,-1,1
"CD5",-1,NA,-1,NA,0
"DOT1L",-1,-1,-1,-1,0
"LAYN",-1,1,-1,-1,1
"NDUFB11",-1,1,1,-1,1
"ST8SIA2",1,1,-1,-1,1
"CCDC160",1,-1,-1,1,1
"CFAP300",-1,-1,-1,NA,0
"SH3RF2",-1,-1,1,1,1
"PIKFYVE",1,1,-1,-1,1
"C8A",1,-1,1,1,1
"RAET1E",1,-1,-1,1,1
"LACTB2",-1,1,-1,NA,1
"ZNF626",-1,1,-1,-1,1
"PLG",-1,1,1,-1,1
"SMOX",-1,-1,1,1,1
"BCL2A1",-1,1,-1,1,1
"MICU1",-1,-1,1,1,1
"SSR4",-1,1,1,1,1
"ITGB6",1,1,1,-1,1
"RGS16",-1,NA,NA,-1,0
"TMEM60",-1,NA,NA,-1,0
"SPINT1",-1,-1,1,-1,1
"LINC02035",1,NA,NA,NA,0
"NUP62CL",-1,-1,-1,-1,0
"TFPI2",1,1,-1,-1,1
"C17orf75",-1,-1,1,NA,1
"TRNW",1,NA,NA,NA,0
"CD247",-1,1,1,1,1
"GRIK3",-1,-1,-1,1,1
"MIS12",-1,1,-1,1,1
"TNFRSF18",-1,-1,-1,-1,0
"NKX6-1",1,1,-1,-1,1
"UBE2Q2P2",1,NA,NA,1,0
"BSCL2",1,1,1,-1,1
"CFAP276",1,NA,NA,NA,0
"SYF2",1,1,-1,1,1
"DMRTA1",-1,NA,NA,NA,0
"SLC6A15",-1,-1,-1,-1,0
"SHISAL2B",-1,-1,1,NA,1
"ABCG2",-1,-1,-1,-1,0
"TRIM64C",-1,NA,NA,NA,0
"HOXD10",1,1,-1,1,1
"RBKS",-1,-1,-1,1,1
"CFAP161",1,-1,1,NA,1
"ZNF135",1,-1,-1,NA,1
"RIMS1",-1,-1,-1,1,1
"112267907",1,NA,NA,NA,0
"FRMPD4",1,-1,-1,1,1
"ARL6",-1,-1,-1,-1,0
"CHRNB4",1,-1,1,1,1
"KRT222",-1,1,-1,NA,1
"GMNN",1,1,1,-1,1
"MFGE8",1,-1,-1,-1,1
"RALGAPB",-1,-1,-1,-1,0
"SMYD5",1,-1,-1,NA,1
"COBLL1",1,-1,-1,1,1
"GALNT15",-1,1,1,NA,1
"TRARG1",-1,NA,NA,NA,0
"WFDC6",-1,-1,-1,-1,0
"TAF10",-1,1,1,NA,1
"C21orf58",1,-1,-1,1,1
"ZNF253",-1,1,-1,NA,1
"SAMD4B",-1,1,1,1,1
"NPHP1",1,-1,-1,1,1
"LINC02910",-1,NA,NA,NA,0
"NRIP1",1,1,-1,-1,1
"CSTPP1",1,NA,NA,NA,0
"HIGD1C",1,1,-1,1,1
"ALDH1L1",-1,-1,-1,1,1
"SEPTIN11",-1,NA,NA,NA,0
"PKP4",-1,-1,-1,1,1
"COL23A1",-1,-1,1,-1,1
"LINC00222",1,NA,NA,1,0
"ARK2C",-1,NA,NA,NA,0
"ING1",1,1,-1,1,1
"CHST8",1,-1,1,NA,1
"FCRL6",-1,1,1,-1,1
"FCHO2",-1,1,-1,1,1
"MRPL30",-1,1,1,1,1
"MTAP",-1,1,-1,-1,1
"SLC12A8",-1,-1,-1,NA,0
"SNED1",1,-1,-1,-1,1
"CPNE4",-1,-1,1,NA,1
"FAM66A",-1,NA,NA,-1,0
"EPPIN-WFDC6",-1,-1,-1,NA,0
"SLC26A1",1,-1,-1,1,1
"STARD3",-1,-1,1,1,1
"NKIRAS2",-1,1,1,-1,1
"ALPK2",-1,-1,-1,NA,0
"SNTB2",-1,-1,-1,-1,0
"ZBBX",-1,-1,-1,-1,0
"GIMAP2",-1,-1,-1,1,1
"NFIA",1,-1,-1,1,1
"TTLL4",-1,-1,1,-1,1
"ANKRD34A",-1,-1,-1,-1,0
"ALDH8A1",-1,-1,-1,1,1
"CPNE2",1,1,1,-1,1
"ZNF780A",1,1,1,1,0
"GPR162",1,-1,1,1,1
"NDEL1",-1,-1,-1,-1,0
"ATXN7L1",-1,1,-1,1,1
"GABRR1",-1,-1,-1,NA,0
"EFNB2",1,1,1,-1,1
"PTPN21",1,NA,NA,1,0
"TLCD1",1,-1,1,1,1
"ASAP3",1,-1,1,1,1
"ZNF559",-1,1,1,-1,1
"MAML1",-1,-1,-1,1,1
"TECTB",1,NA,NA,1,0
"LMO1",-1,-1,1,-1,1
"TBC1D3",-1,1,-1,NA,1
"LOC653513",-1,NA,NA,NA,0
"TNS4",-1,-1,1,-1,1
"ST3GAL4",1,1,-1,1,1
"S1PR5",1,1,1,-1,1
"BMS1P2",-1,NA,NA,NA,0
"TIMM23B-AGAP6",-1,NA,NA,NA,0
"OXTR",-1,-1,-1,-1,0
"GAS8",1,-1,1,NA,1
"NECTIN4",1,-1,-1,NA,1
"MCF2L2",-1,-1,-1,-1,0
"RNF6",1,-1,-1,1,1
"PSMB10",1,1,1,1,0
"TRANK1",1,-1,-1,NA,1
"TIRAP",1,1,-1,1,1
"SLC39A1",1,-1,-1,-1,1
"LMF2",1,-1,-1,NA,1
"TCERG1L",1,-1,-1,NA,1
"COL11A1",-1,1,-1,1,1
"APOC4-APOC2",1,1,1,NA,0
"TCEA3",-1,1,1,1,1
"TRAM2",-1,NA,NA,1,1
"ABCB8",1,-1,1,NA,1
"ACLY",1,-1,-1,-1,1
"ATPAF2",-1,1,1,NA,1
"RIDA",-1,-1,1,NA,1
"KLK1",-1,1,-1,NA,1
"MRPS33",-1,1,1,NA,1
"MAP2K4",1,1,-1,-1,1
"FCRLB",1,1,1,-1,1
"PDCD6IP",1,-1,-1,1,1
"APOC2",1,1,1,-1,1
"OTUD5",-1,1,1,-1,1
"HSD17B7",-1,-1,-1,-1,0
"AKAP7",-1,1,1,-1,1
"PERP",1,NA,NA,NA,0
"ABCC9",-1,1,-1,1,1
"SPATS1",1,-1,-1,-1,1
"CLEC4A",-1,1,-1,-1,1
"FCGR2B",-1,1,-1,1,1
"MHENCR",1,NA,NA,NA,0
"FCRL2",1,1,-1,1,1
"KLK12",1,-1,-1,-1,1
"ARL11",-1,1,-1,1,1
"GPR132",-1,1,-1,-1,1
"MOB1A",1,1,-1,1,1
"105376405",1,NA,NA,NA,0
"LMNTD1",1,-1,-1,NA,1
"SEL1L",1,-1,-1,1,1
"ATP2C1",1,1,-1,-1,1
"ATG16L2",-1,-1,1,1,1
"RPGR",-1,-1,-1,1,1
"UGT2A3",1,NA,1,NA,0
"ARMC7",1,1,1,-1,1
"COG1",-1,-1,1,1,1
"SH3BP1",-1,1,-1,1,1
"FBXL22",-1,-1,-1,NA,0
"GRPR",1,1,-1,1,1
"MAN2B2",-1,1,-1,1,1
"CDC20B",1,-1,-1,1,1
"MAML2",1,1,-1,1,1
"CENPL",-1,1,-1,NA,1
"KIAA0930",1,1,1,-1,1
"105375356",1,NA,NA,NA,0
"FAM98B",1,1,-1,-1,1
"LOC101929540",1,NA,NA,NA,0
"MAGI2",-1,1,-1,1,1
"GLS2",1,-1,1,-1,1
"PSME3",-1,1,-1,NA,1
"POU2AF2",-1,NA,NA,NA,0
"SUSD6",-1,-1,-1,NA,0
"EHF",1,-1,-1,-1,1
"NXPE4",1,-1,-1,NA,1
"CCR2",1,1,-1,1,1
"SF3A3",1,-1,-1,-1,1
"COL13A1",-1,1,-1,1,1
"ERH",1,1,1,1,0
"HPF1",-1,1,1,NA,1
"TYRP1",1,1,-1,-1,1
"THBS1",-1,-1,-1,-1,0
"FHAD1",1,-1,-1,-1,1
"MUSK",1,1,-1,1,1
"SPX",1,1,-1,NA,1
"SP140L",-1,-1,-1,1,1
"AADACL2",-1,1,1,1,1
"PAX7",1,NA,NA,1,0
"ABO",1,-1,-1,-1,1
"CST6",-1,NA,NA,NA,0
"DEUP1",-1,-1,-1,NA,0
"SLC35G2",-1,-1,-1,NA,0
"FAM13A",-1,-1,-1,1,1
"GJB4",-1,NA,NA,1,1
"GDF7",1,NA,NA,1,0
"ITM2A",1,1,-1,-1,1
"TFAP4",-1,-1,1,1,1
"CNNM1",1,-1,-1,NA,1
"SYT7",-1,-1,-1,NA,0
"ZNF285",-1,1,-1,-1,1
"LOC107986813",1,NA,NA,NA,0
"DBET",-1,NA,NA,NA,0
"CERT1",-1,NA,NA,NA,0
"HYDIN2",-1,NA,NA,1,1
"DTL",-1,1,1,1,1
"ZFP36L2",1,NA,NA,1,0
"GDPGP1",1,1,-1,NA,1
"ARCN1",-1,1,1,1,1
"SMAD3",-1,-1,-1,-1,0
"DHDH",-1,1,1,NA,1
"KDM5B",-1,-1,-1,-1,0
"NELL2",1,1,-1,-1,1
"UPK1B",1,-1,1,NA,1
"ANKRD12",-1,1,-1,1,1
"ARHGAP40",1,-1,1,1,1
"PFN4",1,-1,-1,NA,1
"FYB2",-1,-1,-1,NA,0
"RNLS",-1,1,-1,1,1
"ZDHHC13",-1,-1,1,1,1
"ZNF16",1,1,1,1,0
"ANKFN1",1,-1,-1,-1,1
"GAL3ST4",-1,1,-1,1,1
"ZNF475",-1,NA,NA,NA,0
"ARL6IP1",-1,-1,-1,-1,0
"AKAP12",-1,-1,-1,1,1
"SLC66A1LP",-1,NA,NA,NA,0
"ZNHIT3",-1,1,1,1,1
"ADAM32",1,-1,-1,1,1
"LOC105372098",1,NA,NA,NA,0
"TAGLN2",1,1,1,-1,1
"RSKR",-1,-1,-1,NA,0
"AKR1C2",-1,-1,-1,NA,0
"WARS2",1,1,1,-1,1
"105378938",1,NA,NA,NA,0
"PCNX2",-1,-1,1,NA,1
"CENPX",1,1,1,NA,0
"ND1",1,NA,NA,1,0
"DNAJB2",-1,1,1,-1,1
"GRIP1",-1,1,-1,-1,1
"FOXA1",-1,-1,-1,1,1
"ZNF691",-1,1,1,1,1
"LINC00624",-1,NA,NA,NA,0
"MYORG",1,NA,NA,NA,0
"PDP2",1,1,-1,-1,1
"CPT2",-1,1,-1,1,1
"LINC02864",1,NA,NA,NA,0
"GALNT9",1,-1,1,-1,1
"XKR4",1,1,-1,1,1
"SLC35E4",1,-1,-1,1,1
"SCART1",1,-1,-1,NA,1
"DCAF13",1,-1,-1,-1,1
"ASIC4",1,-1,-1,NA,1
"COL28A1",-1,-1,-1,1,1
"TTLL1",-1,1,-1,1,1
"WDR49",-1,-1,-1,-1,0
"HNRNPUL2-BSCL2",-1,1,-1,NA,1
"ARFIP1",-1,-1,1,1,1
"PRRT3",-1,-1,-1,NA,0
"ESRP1",-1,1,1,1,1
"VPS26B",1,-1,-1,-1,1
"CALCOCO1",-1,-1,1,1,1
"KCNH7",1,-1,-1,-1,1
"NDC1",-1,1,-1,NA,1
"NOL10",-1,1,1,1,1
"ATP6V1A",1,-1,-1,1,1
"NAGPA",-1,-1,1,1,1
"FSIP2",1,-1,-1,-1,1
"SPMIP4",-1,NA,NA,NA,0
"PPP1R42",1,-1,-1,1,1
"CLBA1",-1,-1,1,NA,1
"ZNF287",1,1,1,-1,1
"STXBP5L",1,-1,1,-1,1
"CLIC4",1,-1,-1,1,1
"MIR100HG",-1,NA,NA,1,1
"MRPS35",-1,1,1,NA,1
"GYG2P1",-1,NA,NA,-1,0
"DZIP3",-1,-1,-1,-1,0
"GLYAT",-1,1,1,-1,1
"CCDC88C",1,-1,1,-1,1
"ZBTB7C",-1,-1,1,NA,1
"CLN5",-1,1,-1,1,1
"CREM",1,-1,-1,1,1
"IL2",1,1,-1,-1,1
"TMEM167B",-1,1,-1,1,1
"TIGAR",-1,1,-1,NA,1
"LRCH2",1,1,1,-1,1
"FCN3",-1,-1,1,-1,1
"HSF2BP",1,-1,1,1,1
"PLPPR2",1,-1,1,NA,1
"RBBP4",1,1,-1,-1,1
"AZGP1",-1,-1,1,1,1
"LINC00347",1,NA,NA,1,0
"AGPAT4",-1,-1,1,-1,1
"LKAAEAR1",1,-1,-1,NA,1
"BCDIN3D-AS1",1,NA,NA,NA,0
"TLN2",1,1,-1,1,1
"UST",-1,1,1,1,1
"RASSF8",-1,1,-1,1,1
"PPME1",1,-1,1,-1,1
"CDH8",1,-1,-1,-1,1
"SUPT6H",1,-1,-1,1,1
"CSPP1",-1,-1,-1,NA,0
"CCL4L2",-1,1,-1,NA,1
"CCKAR",-1,-1,-1,-1,0
"GPD1",-1,-1,-1,1,1
"CIMIP6",1,NA,NA,NA,0
"CLIC6",-1,-1,-1,1,1
"CYS1",1,1,1,-1,1
"APOBEC3F",1,1,1,-1,1
"ZFP1",-1,1,-1,1,1
"EXOC3L4",1,1,1,1,0
"TEPSIN",-1,-1,1,NA,1
"GRAP",-1,1,1,-1,1
"SLC7A7",1,1,1,1,0
"ERC2",1,1,-1,1,1
"FAM124B",-1,-1,-1,NA,0
"RASA4",-1,1,1,-1,1
"LACTB2-AS1",1,NA,NA,NA,0
"BMP8B",-1,NA,NA,-1,0
"STOX2",-1,-1,-1,-1,0
"APOBEC4",-1,-1,-1,1,1
"ADGRE2",1,-1,-1,NA,1
"AMOTL1",-1,1,1,-1,1
"LINC00900",1,NA,NA,NA,0
"ZNF296",-1,1,1,-1,1
"HPSE2",-1,-1,-1,-1,0
"TRIM9",-1,-1,-1,1,1
"P4HTM",1,-1,1,-1,1
"CD69",1,1,-1,1,1
"MFSD11",1,1,-1,-1,1
"SCLT1",1,-1,-1,-1,1
"CCDC149",-1,-1,1,1,1
"CNKSR2",-1,NA,NA,1,1
"TSPAN6",1,-1,-1,1,1
"TBC1D3C",-1,-1,1,NA,1
"IFITM3",-1,-1,1,NA,1
"PLK4",-1,1,-1,NA,1
"MARCHF10",-1,NA,NA,NA,0
"FBXO11",1,1,-1,-1,1
"HECW2",-1,-1,-1,-1,0
"PTGDR2",1,NA,NA,-1,1
"PHF7",1,-1,-1,1,1
"PODXL2",1,NA,NA,-1,1
"FAM47E-STBD1",-1,-1,-1,NA,0
"RIPK4",1,-1,-1,-1,1
"RHEBL1",-1,-1,1,1,1
"TBC1D10A",-1,-1,1,NA,1
"TRAF1",-1,1,1,NA,1
"TSPAN18",-1,-1,1,1,1
"TAFA4",1,NA,NA,NA,0
"ADGRL2",-1,-1,1,NA,1
"C14orf132",1,1,-1,NA,1
"NKX2-8",-1,1,1,1,1
"LINC02913",1,NA,NA,NA,0
"RPSA",1,1,-1,-1,1
"PDE4D",1,-1,-1,1,1
"IL5RA",1,-1,-1,1,1
"EMB",1,1,-1,1,1
"ZNF474",-1,-1,-1,1,1
"CAB39L",1,1,-1,-1,1
"ZNF20",-1,-1,-1,1,1
"CBR1-AS1",-1,NA,NA,NA,0
"PJVK",-1,-1,1,NA,1
"CMKLR2",-1,NA,NA,NA,0
"ZNF225-AS1",1,NA,NA,NA,0
"HPS4",1,-1,1,-1,1
"MXRA5",-1,NA,NA,1,1
"SLC10A3",-1,1,1,NA,1
"ALOX5AP",1,1,1,-1,1
"RHOJ",-1,1,-1,NA,1
"CTDSPL",1,1,-1,1,1
"SMAP1",-1,1,1,-1,1
"PELI2",1,-1,-1,NA,1
"HEYL",-1,NA,NA,-1,0
"TEC",1,1,-1,1,1
"AQP11",1,-1,-1,1,1
"E2F8",-1,-1,-1,1,1
"RANBP3L",-1,-1,-1,1,1
"C1orf87",-1,-1,-1,1,1
"BLOC1S5",1,1,-1,NA,1
"ARHGAP27P1-BPTFP1-KPNA2P3",-1,NA,NA,NA,0
"VAMP2",-1,-1,-1,1,1
"BUB3",1,1,-1,1,1
"CASQ1",-1,-1,-1,-1,0
"CFB",1,-1,1,-1,1
"CPB2",1,NA,NA,-1,1
"POTEC",-1,-1,-1,NA,0
"MED13L",1,-1,-1,-1,1
"SERPINI1",-1,1,-1,1,1
"ADGRF4",-1,-1,-1,NA,0
"B3GAT2",-1,-1,-1,1,1
"GREM1",1,-1,-1,-1,1
"DIPK1B",1,-1,1,NA,1
"GAB2",1,1,1,-1,1
"LOC728989",-1,NA,NA,NA,0
"TSGA10",1,-1,-1,1,1
"FEZF1",-1,-1,1,1,1
"VWA2",1,-1,-1,-1,1
"BCL2L14",-1,1,1,-1,1
"SRP9",-1,1,-1,-1,1
"PRSS35",-1,NA,NA,-1,0
"DPM2",-1,1,1,1,1
"SLC25A16",-1,-1,-1,1,1
"PEMT",1,1,1,-1,1
"METAP1D",-1,-1,-1,-1,0
"DUSP28",-1,1,1,-1,1
"AMFR",1,1,1,-1,1
"PUM2",-1,1,-1,-1,1
"DOC2B",-1,-1,-1,1,1
"MAPK8",1,1,-1,-1,1
"BHMT",1,-1,-1,-1,1
"MYL9",-1,1,1,NA,1
"HEY2",-1,-1,1,1,1
"RORB",1,-1,-1,1,1
"SMNDC1",-1,-1,-1,1,1
"GPR176",1,1,-1,1,1
"PRR12",1,1,1,1,0
"GRN",-1,1,1,-1,1
"HMBS",1,1,1,-1,1
"ZC3H12B",-1,-1,-1,-1,0
"ANGPTL2",1,1,1,1,0
"UXT",-1,1,1,-1,1
"BMPR1B",1,-1,-1,-1,1
"DDX11",-1,-1,-1,-1,0
"TMOD3",1,-1,1,NA,1
"NDUFB4",-1,-1,1,1,1
"HLA-DRB1",-1,1,1,1,1
"SEPTIN7P13",-1,NA,NA,NA,0
"PRCP",-1,1,-1,-1,1
"LOC107984219",1,NA,NA,NA,0
"RTP4",-1,NA,NA,-1,0
"NR2F1",-1,1,-1,-1,1
"BRMS1L",1,-1,-1,1,1
"ARFGAP1",1,-1,1,1,1
"AKAP5",1,1,-1,-1,1
"CCL22",-1,NA,NA,-1,0
"NEFH",1,1,1,-1,1
"CYB561D2",-1,1,1,NA,1
"DLX5",-1,-1,-1,-1,0
"101928152",1,NA,NA,NA,0
"TESK2",1,1,1,-1,1
"CCL7",1,1,-1,-1,1
"ZNF548",-1,-1,-1,-1,0
"WFDC8",-1,1,1,-1,1
"CACNB4",-1,1,-1,-1,1
"LCP2",1,1,-1,1,1
"CXCL12",-1,1,-1,1,1
"RPL29",1,1,1,-1,1
"CD48",1,1,-1,-1,1
"PPP1R16A",1,-1,1,-1,1
"ROPN1L",1,-1,-1,1,1
"SLC2A12",-1,1,-1,NA,1
"ECHS1",-1,NA,NA,-1,0
"ECHDC1",-1,1,-1,1,1
"AHCYL1",1,-1,-1,-1,1
"CARD9",-1,1,1,NA,1
"TRL-TAG3-1",-1,NA,NA,NA,0
"AKT3",-1,1,-1,-1,1
"ZSWIM8-AS1",1,NA,NA,NA,0
"FBXW10B",-1,NA,NA,NA,0
"KCTD15",-1,-1,-1,-1,0
