"","V1","V2","V3","V4","V5"
"GSPT2",1,NA,NA,NA,0
"LOC101928387",1,NA,NA,NA,0
"SEC22B3P",1,NA,NA,NA,0
"KLK15",1,NA,NA,NA,0
"LOC105373728",1,NA,NA,NA,0
"CITED2",1,NA,NA,NA,0
"ZIM3",1,NA,NA,NA,0
"LTA",1,1,NA,NA,0
"ERVMER34-1",1,NA,NA,NA,0
"IRGC",1,-1,NA,NA,1
"TPSD1",1,NA,-1,NA,1
"PRAMEF15",1,NA,NA,NA,0
"ARHGAP22",-1,NA,NA,NA,0
"KCTD21-AS1",1,NA,NA,NA,0
"WDR5B",1,NA,NA,NA,0
"TREML4",1,NA,NA,NA,0
"LINC02388",1,NA,NA,NA,0
"FAM25A",1,NA,NA,NA,0
"SLC22A25",1,NA,NA,NA,0
"LOC105376156",1,NA,NA,NA,0
"RNU1-2",-1,NA,NA,NA,0
"CFAP184",1,NA,NA,NA,0
"IRGM",1,NA,NA,NA,0
"PADI4",1,NA,-1,NA,1
"PGBD5",1,NA,NA,NA,0
"APOL5",1,NA,NA,NA,0
"TMEM182",1,NA,NA,NA,0
"GABRD",1,NA,NA,NA,0
"LOC112268038",1,NA,NA,NA,0
"LINC01814",1,NA,NA,NA,0
"107987057",1,NA,NA,NA,0
"DPRX",1,NA,NA,NA,0
"SPATA21",1,NA,NA,NA,0
"RBM12B-AS1",1,NA,NA,NA,0
"MMEL1",1,NA,NA,NA,0
"TAF6",1,NA,NA,NA,0
"SLC37A4",1,NA,NA,NA,0
"388572",1,NA,NA,NA,0
"GARIN1A",1,NA,NA,NA,0
"LINC03122",1,NA,NA,NA,0
"GFY",1,NA,NA,NA,0
"SORL1-AS1",1,NA,NA,NA,0
"RBM12B",1,NA,NA,NA,0
"107984387",1,NA,NA,NA,0
"107984754",1,NA,NA,NA,0
"LINC01733",1,NA,NA,NA,0
"MTFR2",1,NA,NA,NA,0
"LINC03074",1,NA,NA,NA,0
"KLK8",1,NA,NA,NA,0
"ABCG5",1,NA,NA,NA,0
"ERVV-2",1,NA,NA,NA,0
"AARD",1,1,NA,NA,0
"LOC101929732",1,NA,NA,NA,0
"MAGEB10",1,NA,NA,NA,0
"CRX",1,NA,NA,NA,0
"SYT8",1,-1,NA,NA,1
"HERC2P4",1,NA,NA,NA,0
"GDA",1,-1,NA,NA,1
"105379508",1,NA,NA,NA,0
"CNTNAP2-AS1",1,NA,NA,NA,0
"HPR",1,NA,NA,NA,0
"KLK7",1,1,NA,NA,0
"TENM3-AS1",1,NA,NA,NA,0
"C19orf47",1,NA,NA,NA,0
"TSPEAR",1,NA,NA,NA,0
"LOC105370152",1,NA,NA,NA,0
"HLA-C",1,NA,NA,NA,0
"LGI1",1,NA,NA,NA,0
"EWSAT1",1,NA,NA,NA,0
"RNVU1-18",-1,NA,NA,NA,0
"SERTAD4-AS1",-1,NA,NA,NA,0
"POTEI",1,NA,NA,NA,0
"LOC105379549",1,NA,NA,NA,0
"NECAB2",1,NA,NA,NA,0
"LOC107985221",1,NA,NA,NA,0
"TWIST1",-1,NA,NA,NA,0
"ATP1A3",1,NA,NA,NA,0
"PLEKHS1",1,-1,NA,NA,1
"PRKAR2A-AS1",1,NA,NA,NA,0
"IL13",1,-1,-1,NA,1
"UMOD",1,NA,NA,NA,0
"ZDHHC22",1,NA,NA,NA,0
"LOC729609",1,NA,NA,-1,1
"KIF20A",1,NA,NA,NA,0
"C19orf18",1,NA,NA,NA,0
"LINC00501",1,NA,NA,NA,0
"CT45A10",1,1,NA,NA,0
"SNORD81",1,NA,NA,NA,0
"SNORA68B",-1,NA,NA,NA,0
"GRP",-1,NA,NA,NA,0
"PTCRA",1,NA,NA,NA,0
"LOC105373587",1,NA,NA,NA,0
"ZNF726",1,NA,NA,NA,0
"TAS2R31",1,NA,NA,NA,0
"TMEM277P",1,NA,NA,NA,0
"KLF17",1,NA,NA,NA,0
"CNTFR-AS1",1,NA,NA,NA,0
"DPP6",1,NA,NA,NA,0
"TMSB15B",1,NA,NA,NA,0
"ASPM",1,NA,NA,NA,0
"TMC3",1,NA,NA,NA,0
"LOC105372421",1,NA,NA,NA,0
"MTHFD2P1",1,NA,NA,NA,0
"CD300LG",1,NA,NA,-1,1
"TIGD3",1,NA,NA,NA,0
"VWA7",1,NA,NA,NA,0
"LRRC39",1,NA,NA,NA,0
"ZNF705D",1,NA,NA,NA,0
"SLC7A3",1,NA,NA,NA,0
"107984473",1,NA,NA,NA,0
"TNMD",1,NA,-1,NA,1
"LINC00858",1,NA,NA,NA,0
"CPZ",-1,NA,NA,NA,0
"TTTY6",1,NA,NA,NA,0
"TRIM46",1,NA,NA,NA,0
"STAG3",1,NA,NA,NA,0
"112268128",1,NA,NA,NA,0
"CD300LD-AS1",1,NA,NA,NA,0
"YEATS2-AS1",1,NA,NA,NA,0
"MPO",1,NA,NA,NA,0
"LOC105369293",1,NA,NA,NA,0
"OR2H1",1,NA,NA,NA,0
"APLNR",1,NA,NA,NA,0
"LOC105372994",1,NA,NA,NA,0
"ERCC6L2-AS1",1,NA,NA,NA,0
"CARMIL3",1,NA,NA,NA,0
"WDR11-DT",1,NA,NA,NA,0
"CPA5",1,NA,NA,NA,0
"TTTY6B",1,NA,NA,NA,0
"LOC105373796",1,NA,NA,NA,0
"TAS2R19",1,NA,NA,NA,0
"NDUFAF5",1,NA,NA,NA,0
"PAN2",1,NA,NA,NA,0
"LINC01531",1,NA,NA,NA,0
"LIPN",1,NA,NA,NA,0
"SLC25A34",1,NA,NA,NA,0
"SNORA41",1,NA,NA,NA,0
"KNCN",1,NA,NA,NA,0
"107986862",1,NA,NA,NA,0
"TSSK4",1,NA,NA,NA,0
"POTEF",1,NA,NA,NA,0
"MYL6",1,NA,NA,NA,0
"101929165",1,NA,NA,NA,0
"LINC00486",1,NA,NA,NA,0
"CXCL8",-1,-1,-1,NA,0
"DLX4",1,NA,NA,NA,0
"LINC00342",1,NA,NA,NA,0
"LOC105371942",1,NA,NA,NA,0
"FGF5",1,NA,NA,NA,0
"VSX2",1,NA,NA,NA,0
"TEX22",1,NA,NA,NA,0
"LAMB4",1,NA,NA,NA,0
"DNHD1",1,NA,NA,NA,0
"FOXC1",1,NA,NA,NA,0
"FPR2",1,NA,NA,NA,0
"YWHAEP7",1,NA,NA,NA,0
"VIPR2",1,NA,NA,NA,0
"RPS2P32",1,NA,NA,NA,0
"DENND6A-DT",1,NA,NA,NA,0
"H3C10",1,NA,NA,NA,0
"FGFBP3",1,NA,NA,NA,0
"ESPN",1,-1,NA,NA,1
"C18orf61",1,NA,NA,NA,0
"107986485",1,NA,NA,NA,0
"CLDN8",1,NA,NA,NA,0
"TDRKH-AS1",1,NA,NA,NA,0
"C11orf86",1,NA,NA,NA,0
"SLC16A12",1,NA,NA,NA,0
"LNCOC1",1,NA,NA,NA,0
"ARHGEF35-AS1",1,NA,NA,NA,0
"PRSS38",1,NA,NA,NA,0
"ADCY10",1,NA,NA,NA,0
"CEP192P1",1,NA,NA,NA,0
"GLT6D1",1,NA,NA,NA,0
"LOC339666",1,NA,NA,NA,0
"MYL7",1,-1,NA,NA,1
"TCL1A",1,NA,NA,NA,0
"APOA5",1,1,1,NA,0
"PRH1-TAS2R14",1,NA,NA,NA,0
"TAS2R14",1,NA,NA,NA,0
"VIPR1-AS1",1,NA,NA,NA,0
"PGA3",1,1,NA,NA,0
"LOC105375120",1,NA,NA,NA,0
"RHO",1,NA,1,NA,0
"SRP19",1,NA,NA,NA,0
"CLEC4D",1,1,NA,NA,0
"DENND3-AS1",1,NA,NA,NA,0
"TRIML1",1,NA,1,NA,0
"GPR83",1,NA,NA,NA,0
"OSGEPL1-AS1",1,NA,NA,NA,0
"KCTD19",1,NA,NA,NA,0
"LOC105373905",1,NA,NA,NA,0
"SSX8P",1,NA,NA,NA,0
"ALOX15B",1,NA,NA,NA,0
"LINC02666",1,NA,NA,NA,0
"SRY",1,NA,NA,NA,0
"TAS2R50",1,NA,NA,NA,0
"RASGRP3",1,NA,NA,NA,0
"105375128",1,NA,NA,NA,0
"LINC01761",1,NA,NA,NA,0
"105378539",1,NA,NA,NA,0
"CCNB1",1,NA,NA,NA,0
"ADCYAP1R1",1,NA,NA,NA,0
"ZNRF3-AS1",1,NA,NA,NA,0
"ACTC1",1,NA,NA,NA,0
"SCUBE3",1,NA,NA,NA,0
"TSPEAR-AS2",1,NA,NA,NA,0
"TM4SF19",-1,NA,NA,NA,0
"SSX2B",1,-1,-1,NA,1
"H4C16",1,NA,NA,NA,0
"MIR646HG",1,NA,NA,NA,0
"H2BC11",1,NA,NA,NA,0
"SERPINE3",1,NA,NA,NA,0
"PRAMEF9",1,NA,NA,NA,0
"RNU1-3",-1,NA,NA,NA,0
"NEURL1",1,NA,NA,NA,0
"PITX2",1,1,NA,NA,0
"MIAT",-1,NA,NA,NA,0
"LINC02604",1,NA,NA,NA,0
"PRAC1",1,NA,NA,NA,0
"BOLA3-DT",1,NA,NA,NA,0
"CHODL",1,NA,NA,NA,0
"LOC105376923",1,NA,NA,NA,0
"LINC03102",1,NA,NA,NA,0
"105372976",1,NA,NA,NA,0
"METTL21C",1,NA,NA,NA,0
"L1CAM",1,NA,NA,NA,0
"PLPP4",1,NA,NA,NA,0
"INHBC",1,NA,NA,NA,0
"MMP11",1,NA,NA,NA,0
"LOC107984390",1,NA,NA,NA,0
"DPYS",-1,NA,NA,NA,0
"TAS2R20",1,-1,NA,-1,1
"HOXD3",1,NA,NA,NA,0
"CCL3",-1,NA,NA,NA,0
"TGM3",1,NA,NA,NA,0
"LY6G6C",1,NA,NA,NA,0
"LINC00410",1,NA,NA,NA,0
"RNF217-AS1",1,NA,NA,NA,0
"BEND6",1,NA,NA,NA,0
"NXF3",1,NA,NA,NA,0
"LOC107984965",1,NA,NA,NA,0
"BCORL1",1,NA,NA,NA,0
"MOV10L1",1,NA,NA,NA,0
"PF4V1",1,NA,NA,NA,0
"LOC100288123",1,NA,NA,NA,0
"XRCC2",1,NA,NA,NA,0
"LOC105370519",1,NA,NA,NA,0
"ADIPOQ",1,-1,-1,NA,1
"BMS1P23",1,NA,NA,NA,0
"SERPINB9P1",1,NA,NA,NA,0
"RNVU1-7",-1,NA,NA,NA,0
"101930307",1,NA,NA,NA,0
"107986798",1,NA,NA,NA,0
"TSIX",1,NA,NA,NA,0
"LOC112268199",1,NA,NA,NA,0
"112268147",1,NA,NA,NA,0
"DHRS12",1,NA,NA,NA,0
"SH2D7",1,NA,NA,NA,0
"MIR199A2",1,NA,NA,NA,0
"OR7D2",1,NA,NA,NA,0
"PLA2G4E-AS1",1,NA,NA,NA,0
"LOC105376166",1,NA,NA,NA,0
"CFC1",1,NA,NA,NA,0
"LINC00642",1,NA,NA,NA,0
"KLK2",1,NA,NA,NA,0
"105379506",1,NA,NA,NA,0
"105373975",1,NA,NA,NA,0
"LIFR-AS1",1,NA,NA,NA,0
"XKRYP7",1,NA,NA,NA,0
"NAA11",1,-1,NA,NA,1
"PAX3",1,1,NA,NA,0
"CD19",1,NA,NA,NA,0
"107987293",1,NA,NA,NA,0
"LOC101927374",1,NA,NA,NA,0
"WNT9B",1,NA,NA,NA,0
"LINC01205",1,NA,NA,NA,0
"LOC729930",1,NA,NA,NA,0
"INHBA-AS1",1,NA,NA,NA,0
"SLC26A3",1,NA,NA,NA,0
"XKRY",1,NA,NA,NA,0
"NANOS3",1,NA,NA,NA,0
"TAS2R46",1,NA,NA,NA,0
"RPL3L",1,NA,NA,NA,0
"LOC105372310",1,NA,NA,NA,0
"DDX43",-1,NA,NA,NA,0
"LOC100289333",1,NA,NA,NA,0
"LOC107987246",1,NA,NA,NA,0
"CACNG8",1,NA,NA,NA,0
"LOC101927881",1,NA,NA,NA,0
"LOC101928446",1,NA,NA,NA,0
"MIR663B",1,NA,NA,NA,0
"LINC00924",1,NA,NA,NA,0
"LOC105378841",1,NA,NA,NA,0
"ZNF284",1,NA,NA,NA,0
"CLEC4F",1,1,NA,NA,0
"TM4SF20",1,NA,NA,NA,0
"ZBTB8B",1,NA,NA,NA,0
"QRFPR",1,NA,1,NA,0
"UPK1A-AS1",1,NA,NA,NA,0
"MBLAC1",1,NA,NA,NA,0
"LOC105377523",1,NA,NA,NA,0
"RFLNA",1,NA,NA,NA,0
"ANKS4B",1,NA,NA,NA,0
"TBC1D29P",1,NA,NA,NA,0
"PRAMEF13",1,NA,NA,-1,1
"FUT9",1,NA,NA,NA,0
"105371686",1,NA,NA,NA,0
"LOC105379252",1,NA,NA,NA,0
"SH3TC2",1,NA,NA,NA,0
"MEI1",1,NA,NA,NA,0
"CHIAP2",1,NA,NA,NA,0
"FAM239B",1,NA,NA,NA,0
"LINC00092",1,NA,NA,NA,0
"LINC02532",1,NA,NA,NA,0
"ZNF664-RFLNA",1,NA,NA,NA,0
"OR2L5",1,NA,NA,NA,0
"DEFB124",1,-1,NA,NA,1
"C10orf90",1,NA,NA,NA,0
"AQP7B",1,NA,NA,NA,0
"SPDYE7P",1,NA,NA,NA,0
"105372478",1,NA,NA,NA,0
"NMRK2",1,NA,1,NA,0
"AGMAT",1,NA,NA,NA,0
"FOXL2NB",1,NA,NA,NA,0
"PAGE1",1,NA,NA,NA,0
"105371219",1,NA,NA,NA,0
"SLC35G4",1,NA,NA,NA,0
"PRAMEF27",1,NA,NA,NA,0
"MT1A",1,-1,NA,NA,1
"LINC01940",1,NA,NA,NA,0
"LPAR6",1,NA,NA,NA,0
"CBY2",1,NA,NA,NA,0
"COL1A1",-1,NA,NA,NA,0
"107985961",1,NA,NA,NA,0
"LOC105371444",1,NA,NA,NA,0
"PLA2G2E",1,NA,NA,NA,0
"ZNF470-DT",1,NA,NA,NA,0
"MUC17",1,-1,NA,NA,1
"MIR6730",1,NA,NA,NA,0
"KANK4",1,NA,NA,NA,0
"KCNU1",1,1,NA,NA,0
"107985367",1,NA,NA,NA,0
"ANKRD19P",1,NA,NA,NA,0
"KRT13",1,-1,NA,NA,1
"105372117",1,NA,NA,NA,0
"NLRP7",1,1,NA,NA,0
"GOLGA8M",1,NA,NA,NA,0
"LOC100507403",1,NA,NA,NA,0
"SPOCK2",1,NA,NA,NA,0
"GAGE12C",1,NA,NA,NA,0
"IP6K3",1,NA,NA,NA,0
"LPA",1,NA,NA,NA,0
"LINC02024",1,NA,NA,NA,0
"LOC105369373",1,NA,NA,NA,0
"TLX2",1,NA,NA,NA,0
"LOC284379",1,NA,NA,NA,0
"SPATA3-AS1",1,NA,NA,NA,0
"CIMIP5",1,NA,NA,NA,0
"LOC105377362",1,NA,NA,NA,0
"LOC112268061",1,NA,NA,NA,0
"DISC2",1,NA,NA,NA,0
"F8A1",1,NA,NA,NA,0
"LINC02594",1,NA,NA,NA,0
"SH2D1B",1,NA,NA,NA,0
"CYSRT1",1,NA,NA,NA,0
"CNR2",1,NA,NA,NA,0
"LOC344967",1,NA,NA,NA,0
"PRG2",1,NA,NA,NA,0
"TMCO2",1,NA,NA,NA,0
"LOC101927445",1,NA,NA,NA,0
"ADGRD2",1,NA,NA,NA,0
"LOC101928421",1,NA,NA,NA,0
"IGFN1",-1,-1,NA,NA,0
"TMPRSS9",1,-1,NA,NA,1
"TMEM82",1,NA,NA,NA,0
"LOC107987043",1,NA,NA,NA,0
"LOC107984352",1,NA,NA,NA,0
"LOC105370827",1,NA,NA,NA,0
"MIR1184-1",1,NA,NA,NA,0
"SGCZ",1,NA,NA,NA,0
"GAGE12B",1,NA,-1,NA,1
"FCGBP",1,NA,NA,NA,0
"LOC107984714",1,NA,NA,NA,0
"CHP2",1,NA,NA,NA,0
"LOC102724736",1,NA,NA,NA,0
"COL7A1",1,-1,1,NA,1
"PABPN1L",1,NA,NA,NA,0
"SNORA51",1,NA,NA,NA,0
"ANKRD62",1,NA,NA,NA,0
"CIMIP7",1,NA,NA,NA,0
"CRIM1-DT",1,NA,NA,NA,0
"LOC105374191",1,NA,NA,NA,0
"CR2",1,NA,NA,NA,0
"CASR",1,NA,NA,NA,0
"LINC01012",1,NA,NA,NA,0
"LOC107985044",1,NA,NA,NA,0
"LINC00359",1,NA,NA,NA,0
"LOC107985563",1,NA,NA,NA,0
"LOC112268311",-1,NA,NA,NA,0
"FAM66C",1,NA,NA,NA,0
"TTTY15",-1,NA,NA,NA,0
"JAKMIP1",1,1,NA,NA,0
"LOC105369171",1,NA,NA,NA,0
"RFPL4B",1,NA,NA,NA,0
"AURKAP1",1,NA,NA,NA,0
"SNORD35B",1,NA,NA,NA,0
"PGA5",1,1,NA,NA,0
"ANKK1",1,-1,NA,NA,1
"CEACAM22P",1,NA,NA,NA,0
"CPN1",1,NA,NA,NA,0
"GOLGA8K",1,NA,NA,NA,0
"LOC105373234",1,NA,NA,NA,0
"FOXH1",1,NA,1,NA,0
"NPY5R",1,NA,NA,NA,0
"ACRV1",1,NA,NA,NA,0
"TTC6",1,NA,NA,NA,0
"HAPLN2",1,-1,NA,NA,1
"CNTNAP2",1,NA,NA,NA,0
"PRSS46P",1,NA,NA,NA,0
"LOC112268102",1,NA,NA,NA,0
"BEX2",1,NA,NA,NA,0
"LOC105373585",1,NA,NA,NA,0
"FLJ45513",1,NA,NA,NA,0
"SSX2",1,NA,NA,NA,0
"LOC440910",1,NA,NA,NA,0
"LINC02181",1,NA,NA,NA,0
"PRTN3",1,NA,NA,NA,0
"LINC02245",1,NA,NA,NA,0
"PSG6",1,NA,NA,NA,0
"UPK2",1,NA,NA,NA,0
"LOC100134317",1,NA,NA,NA,0
"LOC105374304",1,NA,NA,NA,0
"F2RL3",1,-1,NA,NA,1
"ZNF695",1,NA,NA,NA,0
"ANKRD2",1,NA,NA,NA,0
"LOC107984185",1,NA,NA,NA,0
"LOC105370032",1,NA,NA,NA,0
"RIPPLY3",1,NA,NA,NA,0
"LOC105378329",1,NA,NA,NA,0
"ITIH2",1,NA,NA,NA,0
"ZNF556",1,NA,NA,NA,0
"IL17C",1,NA,NA,NA,0
"DPPA4",1,NA,NA,NA,0
"SRARP",1,NA,NA,NA,0
"OPRD1",1,NA,NA,NA,0
"LOC105372049",1,NA,NA,NA,0
"TRIM34",1,NA,NA,NA,0
"TBL1Y",-1,-1,NA,NA,0
"TMEM177",1,NA,NA,NA,0
"112268318",1,NA,NA,NA,0
"LOC112268070",1,NA,NA,NA,0
"LOC105373062",1,NA,NA,NA,0
"UCKL1-AS1",1,NA,NA,NA,0
"LOC101929326",1,NA,NA,NA,0
"OR4P4",1,NA,NA,NA,0
"ADIG",1,NA,NA,NA,0
"MMP8",1,NA,NA,NA,0
"LOC101928266",1,NA,NA,NA,0
"ZNF724",1,NA,NA,NA,0
"ANO7",1,NA,NA,NA,0
"ELMOD1",1,-1,-1,NA,1
"TMEM130",1,NA,NA,NA,0
"MAPK8IP1P2",1,NA,NA,NA,0
"ZNF527",1,NA,NA,NA,0
"LOC107985002",1,NA,NA,NA,0
"ZBTB32",1,NA,NA,NA,0
"GAGE12F",1,NA,NA,NA,0
"LOC105374308",1,NA,NA,NA,0
"AMTN",-1,-1,-1,NA,0
"FLJ33534",1,NA,NA,NA,0
"LINC00967",1,NA,NA,NA,0
"LYNX1-SLURP2",1,NA,NA,NA,0
"SLURP2",1,-1,1,NA,1
"PRAMEF4",1,NA,NA,NA,0
"KDM4A-AS1",1,NA,NA,NA,0
"LOC105373080",1,NA,NA,NA,0
"GALNT13",1,NA,NA,NA,0
"BRD8",1,NA,NA,NA,0
"ACAN",-1,NA,NA,NA,0
"TINCR",1,NA,NA,NA,0
"CKMT1A",1,NA,NA,NA,0
"GAGE12E",1,NA,NA,NA,0
"SLC17A8",1,NA,NA,NA,0
"LGALS17A",1,NA,NA,NA,0
"LOC107987401",1,NA,NA,NA,0
"PPP3CB-AS1",1,NA,NA,NA,0
"OR5AC2",1,NA,NA,NA,0
"LOC105369389",1,NA,NA,NA,0
"ALDH3B2",1,-1,NA,NA,1
"GSC",1,1,NA,NA,0
"GSTT2",-1,NA,NA,NA,0
"DEFA4",1,1,NA,NA,0
"GALR1",1,NA,NA,NA,0
"SERTM2",-1,-1,-1,NA,0
"LINC00578",1,NA,NA,NA,0
"LOC101060224",1,NA,NA,NA,0
"GAGE12D",1,NA,NA,NA,0
"FAM74A7",1,NA,NA,NA,0
"BSND",1,NA,NA,NA,0
"LOC105377388",1,NA,NA,NA,0
"COX7A2",-1,NA,NA,NA,0
"NPAP1L",1,NA,NA,NA,0
"TMSB4Y",-1,NA,NA,NA,0
"LOC100129931",1,NA,NA,NA,0
"PRAMEF11",1,NA,NA,NA,0
"LOC101927898",1,NA,NA,NA,0
"SCGB1D2",1,NA,NA,NA,0
"LINC00842",1,NA,NA,NA,0
"SLC14A2",1,NA,NA,NA,0
"POTEE",1,NA,NA,NA,0
"FAM224B",-1,NA,NA,NA,0
"RNASE7",1,-1,NA,NA,1
"KANSL1-AS1",1,NA,NA,NA,0
"LOC107987100",1,NA,NA,NA,0
"MKLN1-AS",1,NA,NA,NA,0
"ZNF878",1,NA,NA,NA,0
"YWHAH-AS1",1,NA,NA,NA,0
"CLCA3P",1,NA,NA,NA,0
"C4orf3",-1,NA,NA,NA,0
"WEE2",1,NA,NA,NA,0
"MYLK3",1,NA,NA,NA,0
"KCNQ2",1,NA,NA,NA,0
"LOC105375724",1,NA,NA,NA,0
"LOC440700",1,NA,NA,NA,0
"CRTAC1",1,NA,NA,NA,0
"MATCAP2",1,NA,NA,NA,0
"LOC112268245",1,NA,NA,NA,0
"LRRTM2",1,NA,NA,NA,0
"101929356",1,NA,NA,NA,0
"LOC107987097",1,NA,NA,NA,0
"SDAD1-AS1",1,NA,NA,NA,0
"LOC105371114",1,NA,NA,NA,0
"101927012",1,NA,NA,NA,0
"LOC105374426",1,NA,NA,NA,0
"CHIT1",-1,1,1,NA,1
"KASH5",1,NA,NA,NA,0
"LRRC71",1,-1,NA,NA,1
"LOC105370204",1,NA,NA,NA,0
"AZGP1P1",1,NA,NA,NA,0
"GFOD3P",1,NA,NA,NA,0
"MS4A10",1,NA,NA,NA,0
"112268457",1,NA,NA,NA,0
"KRT14",-1,NA,NA,NA,0
"PLA2G4E",1,NA,NA,NA,0
"CT45A6",1,NA,NA,NA,0
"LINC00311",1,NA,NA,NA,0
"LOC100335030",1,NA,NA,NA,0
"ATP2B3",1,NA,NA,NA,0
"ADGB",1,-1,NA,NA,1
"LINC00304",1,NA,NA,NA,0
"NUTM2E",1,NA,NA,NA,0
"KLK6",1,-1,NA,NA,1
"LINC00968",1,NA,NA,NA,0
"105378951",1,NA,NA,NA,0
"BIRC7",-1,NA,NA,NA,0
"SCN5A",1,NA,NA,NA,0
"PRDX1",-1,NA,1,NA,1
"MPZ",1,NA,NA,NA,0
"TRIM40",1,NA,NA,NA,0
"USP6",1,NA,NA,NA,0
"KLF3-AS1",1,NA,NA,NA,0
"CTRC",1,NA,1,NA,0
"PKHD1",1,NA,NA,NA,0
"CYP2W1",1,-1,NA,NA,1
"DNAJC5G",1,-1,NA,NA,1
"NPIPB6",1,-1,NA,NA,1
"LRRC63",1,NA,NA,NA,0
"PRKY",-1,-1,NA,NA,0
"105375333",1,NA,NA,NA,0
"CT45A5",1,NA,NA,NA,0
"NLRP8",1,NA,NA,NA,0
"ALG1L9P",1,NA,NA,NA,0
"RGS8",1,NA,NA,NA,0
"LOC101929227",1,NA,NA,NA,0
"TMEM215",1,NA,NA,NA,0
"CT45A9",1,1,NA,NA,0
"LOC102723461",1,NA,NA,NA,0
"LOC112268081",1,NA,NA,NA,0
"VLDLR-AS1",1,NA,NA,NA,0
"LOC101929208",1,NA,NA,NA,0
"LOC107986461",1,NA,NA,NA,0
"FCN2",1,1,NA,NA,0
"EMSLR",1,NA,NA,NA,0
"LOC105378751",1,NA,NA,NA,0
"MATN1-AS1",1,NA,NA,NA,0
"NLRP11",1,NA,NA,NA,0
"LINC01994",1,NA,NA,NA,0
"SPINK9",1,NA,NA,NA,0
"TARM1",1,NA,NA,NA,0
"LOC112268064",1,NA,NA,NA,0
"PURPL",-1,NA,NA,NA,0
"CASKIN1",1,-1,NA,NA,1
"KRT2",1,NA,NA,NA,0
"LINC00511",1,NA,NA,NA,0
"CPA1",1,NA,NA,NA,0
"LOC101928491",1,NA,NA,NA,0
"LY6D",-1,-1,NA,NA,0
"IPO5P1",1,NA,NA,NA,0
"LINC01901",1,NA,NA,NA,0
"LOC284788",1,NA,NA,NA,0
"ETDB",1,-1,-1,NA,1
"MS4A13",1,NA,NA,NA,0
"RNF183",1,-1,NA,NA,1
"LOC105375059",1,NA,NA,NA,0
"EPCIP",1,NA,NA,NA,0
"SLC7A14",1,NA,NA,NA,0
"SYNGR3",1,NA,NA,NA,0
"107984344",1,NA,NA,NA,0
"APOBEC3H",1,NA,NA,NA,0
"FAM236D",1,NA,NA,NA,0
"FAM53B-AS1",1,NA,NA,NA,0
"DIP2C-AS1",1,NA,NA,NA,0
"SLC28A2",1,-1,NA,NA,1
"IQCJ",1,NA,-1,NA,1
"ITGAD",1,NA,NA,NA,0
"LOC105378248",1,NA,NA,NA,0
"HLA-B",1,NA,1,NA,0
"LCE3D",1,NA,NA,NA,0
"LOC105377576",1,NA,NA,NA,0
"105377973",1,NA,NA,NA,0
"LOC105373451",1,NA,NA,NA,0
"LINC02766",1,NA,NA,NA,0
"ZFAND2A-DT",1,NA,NA,NA,0
"GSTT2B",-1,NA,NA,NA,0
"LOC105371376",1,NA,NA,NA,0
"LINC02849",1,NA,NA,NA,0
"RBM33-DT",1,NA,NA,NA,0
"RAB6C-AS1",1,NA,NA,NA,0
"SLFN14",1,NA,NA,NA,0
"LOC105373262",1,NA,NA,NA,0
"DLG1-AS1",1,NA,NA,NA,0
"PTGES3L-AARSD1",1,NA,NA,NA,0
"MINDY1",1,NA,NA,NA,0
"OPRM1",1,NA,NA,NA,0
"OTOAP1",-1,NA,NA,NA,0
"MOGAT2",1,NA,NA,NA,0
"LOC105370651",1,NA,NA,NA,0
"BCAN",1,NA,NA,NA,0
"107986649",1,NA,NA,NA,0
"ANKRD30A",1,NA,NA,NA,0
"LINC00663",1,NA,NA,NA,0
"CYP4A11",1,NA,NA,NA,0
"LINC01502",1,NA,NA,NA,0
"KIR2DL3",1,NA,NA,NA,0
"SNORA80B",1,NA,NA,NA,0
"LINC01093",1,NA,NA,NA,0
"LINC01632",1,NA,NA,NA,0
"FAM25BP",1,NA,NA,NA,0
"CTB-3M24.3",1,NA,NA,NA,0
"FNDC8",1,NA,NA,NA,0
"WDR88",1,NA,NA,NA,0
"LOC102723633",1,NA,NA,NA,0
"C2CD4A",-1,-1,NA,NA,0
"LOC105375294",1,NA,NA,NA,0
"LOC112268419",1,NA,NA,NA,0
"LOC102724146",1,NA,NA,NA,0
"LINC02338",1,NA,NA,NA,0
"LOC112268030",1,NA,NA,NA,0
"LOC107986476",1,NA,NA,NA,0
"PGA4",1,1,NA,NA,0
"ANP32A-IT1",1,NA,NA,NA,0
"DPYSL5",1,NA,NA,NA,0
"PM20D1",1,NA,NA,NA,0
"LINC02476",1,NA,NA,NA,0
"LOC105369363",1,NA,NA,NA,0
"LL0XNC01-250H12.3",1,NA,NA,NA,0
"IL37",-1,NA,NA,NA,0
"GAD2",1,NA,NA,NA,0
"107986123",1,NA,NA,NA,0
"B3GNT6",1,-1,NA,NA,1
"MUC3A",1,NA,NA,NA,0
"PSG11",1,-1,NA,NA,1
"PTGES3L",1,NA,NA,NA,0
"105379185",1,NA,NA,NA,0
"FAM236C",1,NA,NA,NA,0
"PRDM7",1,NA,NA,NA,0
"SNORD87",1,NA,NA,NA,0
"ME3-DT",1,NA,NA,NA,0
"LOC101928095",1,NA,NA,NA,0
"HOTAIRM1",-1,NA,NA,NA,0
"SLC22A8",1,NA,NA,NA,0
"FIGNL2",1,NA,NA,NA,0
