"","study_1","study_2","study_3","study_4"
"LINC01638",1,0,0,0
"UGT1A9",1,0,0,0
"SPTBN2",1,0,0,0
"ITPK1-AS1",1,0,0,0
"LINC00515",1,0,0,0
"OR10A4",1,0,0,0
"RNF175",1,0,0,0
"CSNK1A1L",0.617988307121335,0,0.786187288285245,0
"GLUD2",1,0,0,0
"IFNA22P",1,0,0,0
"LINC01482",1,0,0,0
"CLDN22",0.53961814226692,0.487388851657797,0.686486975707545,0
"TBC1D3H",0.617988307121335,0,0.786187288285245,0
"OR8J3",1,0,0,0
"FAM170A",1,0,0,0
"LINC00943",1,0,0,0
"FAM86FP",1,0,0,0
"FRAT2",1,0,0,0
"LINC01537",1,0,0,0
"LOC105371486",1,0,0,0
"SFT2D3",1,0,0,0
"OR52N5",0.742108238521282,0.670280062599836,0,0
"NBPF4",1,0,0,0
"OR14C36",1,0,0,0
"PCGF1",1,0,0,0
"MED15P9",1,0,0,0
"MRS2P2",1,0,0,0
"SNORA49",1,0,0,0
"SPINK5",1,0,0,0
"OR13C5",0.742108238521282,0.670280062599836,0,0
"OR51F2",1,0,0,0
"IFRD2",1,0,0,0
"RAE1",1,0,0,0
"TIGD1",1,0,0,0
"SNORD150",1,0,0,0
"FTH1P3",1,0,0,0
"LOC105373177",1,0,0,0
"RGL3",1,0,0,0
"MTRNR2L8",0.617988307121335,0,0.786187288285245,0
"DDIT3",1,0,0,0
"CYP2D7",1,0,0,0
"INSRR",1,0,0,0
"ZNF56P",1,0,0,0
"OR5K2",1,0,0,0
"FOLR3",1,0,0,0
"TMED10P1",1,0,0,0
"OR2B6",1,0,0,0
"YRDC",1,0,0,0
"LINC01684",1,0,0,0
"LOC105373612",1,0,0,0
"NOD2",1,0,0,0
"AATK",1,0,0,0
"LINC02052",1,0,0,0
"ABCC12",1,0,0,0
"OR5M10",1,0,0,0
"OR8J1",1,0,0,0
"TBC1D3B",1,0,0,0
"TGFBR3L",1,0,0,0
"PBOV1",0.742108238521282,0.670280062599836,0,0
"CTAGE15",1,0,0,0
"HINFP",1,0,0,0
"LOC105374346",1,0,0,0
"COL9A3",1,0,0,0
"SLC25A18",0.742108238521282,0.670280062599836,0,0
"SNORA36A",1,0,0,0
"LRRC73",1,0,0,0
"PABPC3",1,0,0,0
"CTAGE6",1,0,0,0
"GSTA7P",1,0,0,0
"CTXN3",1,0,0,0
"DALRD3",1,0,0,0
"RRN3P2",1,0,0,0
"OR2L2",1,0,0,0
"LOC105376654",1,0,0,0
"NT5C",1,0,0,0
"OR8H2",1,0,0,0
"TULP2",1,0,0,0
"OR9G4",1,0,0,0
"LOC101927247",1,0,0,0
"KYAT1",1,0,0,0
"PRAMEF20",1,0,0,0
"OPA3",1,0,0,0
"LOC105371507",1,0,0,0
"OR5B12",1,0,0,0
"PWARSN",1,0,0,0
"LILRA5",1,0,0,0
"OR52E6",1,0,0,0
"IFNA17",1,0,0,0
"PAX4",0.617988307121335,0,0.786187288285245,0
"MIR4453HG",1,0,0,0
"B3GALT4",1,0,0,0
"WDR72",1,0,0,0
"CACNG7",0.617988307121335,0,0.786187288285245,0
"OR2J3",1,0,0,0
"TUBB8B",1,0,0,0
"ARC",1,0,0,0
"LOC550113",1,0,0,0
"SYT14P1",1,0,0,0
"OR51A2",1,0,0,0
"LOC105372687",1,0,0,0
"LINC01545",1,0,0,0
"OR2M3",1,0,0,0
"OR5D16",1,0,0,0
"ARGFX",1,0,0,0
"PCDHB10",1,0,0,0
"PYY2",1,0,0,0
"CLCNKA",1,0,0,0
"GJB7",1,0,0,0
"LOC105374292",1,0,0,0
"PAXIP1-DT",1,0,0,0
"LINC02937",1,0,0,0
"ABCB6",0.617988307121335,0,0.786187288285245,0
"SPATA31G1",1,0,0,0
"LOC107985154",1,0,0,0
"LOC286177",1,0,0,0
"ATP6V0D1-DT",1,0,0,0
"OR2L3",1,0,0,0
"OR5V1",1,0,0,0
"C2orf74",1,0,0,0
"IL10RB-DT",1,0,0,0
"DSPP",1,0,0,0
"PPP1R13L",1,0,0,0
"CELSR2",1,0,0,0
"C6orf47",1,0,0,0
"OR52A5",1,0,0,0
"LOC100129434",1,0,0,0
"KRTAP19-7",1,0,0,0
"TEAD4",0.617988307121335,0,0.786187288285245,0
"OR6C6",0.742108238521282,0.670280062599836,0,0
"HTR3D",0.742108238521282,0.670280062599836,0,0
"TCF23",0.742108238521282,0.670280062599836,0,0
"107984277",1,0,0,0
"DSE",1,0,0,0
"LOC100289656",1,0,0,0
"SPATA31J1",1,0,0,0
"CLSTN2",1,0,0,0
"ANXA2P2",1,0,0,0
"LOC105372697",1,0,0,0
"112268284",1,0,0,0
"ITIH1",1,0,0,0
"TNK1",1,0,0,0
"OR13C3",1,0,0,0
"GREP1",1,0,0,0
"LINC00865",1,0,0,0
"MRM1",0.617988307121335,0,0.786187288285245,0
"KRTAP20-3",1,0,0,0
"KRTAP7-1",0.742108238521282,0.670280062599836,0,0
"OR11H2",1,0,0,0
"ACTL6B",1,0,0,0
"LINC00824",1,0,0,0
"TMEM89",0.742108238521282,0.670280062599836,0,0
"PTTG2",1,0,0,0
"HUS1B",1,0,0,0
"LINC03042",1,0,0,0
"NNAT",1,0,0,0
"KRTAP19-4",1,0,0,0
"RNF148",0.53961814226692,0.487388851657797,0.686486975707545,0
"PRMT6",1,0,0,0
"LINC02649",1,0,0,0
"KATNBL1P6",1,0,0,0
"GPR37",1,0,0,0
"FBXO40",1,0,0,0
"GGT8P",1,0,0,0
"OR5L1",1,0,0,0
"OR4K15",1,0,0,0
"IZUMO1",0.742108238521282,0.670280062599836,0,0
"LINC01876",1,0,0,0
"SPHK2",1,0,0,0
"SPACDR",1,0,0,0
"OR12D3",1,0,0,0
"GGT6",1,0,0,0
"GARIN5A",1,0,0,0
"KRTAP22-2",1,0,0,0
"PGM3",1,0,0,0
"LOC105376063",1,0,0,0
"OR5H2",1,0,0,0
"KRT26",1,0,0,0
"PLEKHG4B",1,0,0,0
"LINC01539",1,0,0,0
"KRT28",1,0,0,0
"ANGPTL7",0.742108238521282,0.670280062599836,0,0
"C15orf32",1,0,0,0
"OR5D18",1,0,0,0
"ZNF334",1,0,0,0
"EXD1",1,0,0,0
"KRTAP19-3",1,0,0,0
"TAS2R8",0.742108238521282,0.670280062599836,0,0
"ATP1B4",1,0,0,0
"RPL21P44",1,0,0,0
"LOC100130452",1,0,0,0
"DDX51",1,0,0,0
"ADAM21",1,0,0,0
"IFNA8",1,0,0,0
"SLC23A1",0.742108238521282,0.670280062599836,0,0
"LINC02087",1,0,0,0
"MSH5-SAPCD1",1,0,0,0
"TCIRG1",1,0,0,0
"BEST4",1,0,0,0
"LINC02648",1,0,0,0
"NPR2",1,0,0,0
"EMC9",1,0,0,0
"PCDHGB8P",1,0,0,0
"ELOVL3",1,0,0,0
"OR13D1",1,0,0,0
"LEUTX",1,0,0,0
"TUBA3C",1,0,0,0
"ARRDC3-AS1",1,0,0,0
"GPR33",0.742108238521282,0.670280062599836,0,0
"KLHDC9",1,0,0,0
"LINC02447",1,0,0,0
"OR6C1",1,0,0,0
"SSTR5-AS1",1,0,0,0
"UQCC3",1,0,0,0
"BLOC1S4",1,0,0,0
"YY2",1,0,0,0
"OR13C9",1,0,0,0
"SYT3",1,0,0,0
"SPDYE4",0.617988307121335,0,0.786187288285245,0
"TPSAB1",1,0,0,0
"LINC01270",1,0,0,0
"OR5H15",1,0,0,0
"PLEKHA6",0.617988307121335,0,0.786187288285245,0
"LSM11",1,0,0,0
"OR5K4",1,0,0,0
"ZFPL1",1,0,0,0
"OR2A4",1,0,0,0
"LOC105372411",1,0,0,0
"ZC3H10",1,0,0,0
"RPL13AP6",1,0,0,0
"C2orf76",1,0,0,0
"CRYBA2",1,0,0,0
"IQSEC3",1,0,0,0
"LOC105377308",1,0,0,0
"LOC107987170",1,0,0,0
"NAP1L3",1,0,0,0
"LOC102723878",1,0,0,0
"LOC102723654",1,0,0,0
"ABCG1",1,0,0,0
"RHBDD3",1,0,0,0
"CCDC24",1,0,0,0
"PRORSD1P",1,0,0,0
"FAAH",1,0,0,0
"BRD3OS",1,0,0,0
"HCAR2",1,0,0,0
"INSL3",1,0,0,0
"ACTG1P4",1,0,0,0
"GARIN4",1,0,0,0
"FAM66D",1,0,0,0
"PDSS1",1,0,0,0
"101930026",1,0,0,0
"RTP2",1,0,0,0
"OR4N4",1,0,0,0
"FOXN1",1,0,0,0
"PMEL",1,0,0,0
"SPMIP9",1,0,0,0
"LOC102724416",1,0,0,0
"PMCHL1",1,0,0,0
"OR6C68",1,0,0,0
"LINC00029",1,0,0,0
"107985721",1,0,0,0
"C3orf36",1,0,0,0
"HMX2",1,0,0,0
"OR5E1P",1,0,0,0
"SPACA7",1,0,0,0
"POLR2I",1,0,0,0
"LINC00380",1,0,0,0
"TAF7L",0.742108238521282,0.670280062599836,0,0
"FAM153CP",1,0,0,0
"OR52J3",1,0,0,0
"LINC00312",1,0,0,0
"LOC101929638",1,0,0,0
"SPATA9",1,0,0,0
"LCE1E",1,0,0,0
"NPIPB15",0.742108238521282,0.670280062599836,0,0
"TMEM92",1,0,0,0
"MIR548I2",1,0,0,0
"H4C9",1,0,0,0
"LOC105372262",1,0,0,0
"ZCCHC18",1,0,0,0
"PAXBP1-AS1",1,0,0,0
"102724055",1,0,0,0
"TXNDC2",1,0,0,0
"PPP1R3D",1,0,0,0
"LOC105371880",1,0,0,0
"EBF2",1,0,0,0
"KBTBD7",1,0,0,0
"CDKL5",1,0,0,0
"GABRA1",1,0,0,0
"LOC100131257",1,0,0,0
"MIR7-3HG",1,0,0,0
"LOC107987040",1,0,0,0
"OR6C2",1,0,0,0
"VCX3A",0.617988307121335,0,0.786187288285245,0
"OR8U3",1,0,0,0
"OR5H1",1,0,0,0
"RNR1",1,0,0,0
"LOC101927060",1,0,0,0
"KRTAP21-3",1,0,0,0
"NOP2",1,0,0,0
"LOC102724093",1,0,0,0
"OR5B17",1,0,0,0
"FAM83C",1,0,0,0
"TAS2R7",1,0,0,0
"TMEM185B",1,0,0,0
"IL34",1,0,0,0
"FAM153A",1,0,0,0
"IFNA21",1,0,0,0
"OR52B4",1,0,0,0
"USP17L29",1,0,0,0
"KCNQ1OT1",1,0,0,0
"CTSW",1,0,0,0
"LOC107984578",1,0,0,0
"LOC105372564",1,0,0,0
"OR52E2",1,0,0,0
"SETD4",1,0,0,0
"LCE4A",1,0,0,0
"LOC105375520",1,0,0,0
"FOXI3",1,0,0,0
"GPR4",0.742108238521282,0.670280062599836,0,0
"CACNA1D",1,0,0,0
"LOC101927613",1,0,0,0
"OR10AG1",1,0,0,0
"NCBP2AS2",1,0,0,0
"REG3G",1,0,0,0
"LINC00479",1,0,0,0
"KCNE1",0.742108238521282,0.670280062599836,0,0
"AKNAD1",1,0,0,0
"SRPK3",1,0,0,0
"OR5H6",1,0,0,0
"FPR1",1,0,0,0
"NPIPA8",1,0,0,0
"MICALL2",0.617988307121335,0,0.786187288285245,0
"RBM15B",1,0,0,0
"MTVR2",1,0,0,0
"H2AC25",1,0,0,0
"KRBOX1",1,0,0,0
"FLRT1",1,0,0,0
"OR2W1",1,0,0,0
"KRTAP19-6",1,0,0,0
"OR4L1",1,0,0,0
"LINC01634",1,0,0,0
"OPN4",0.53961814226692,0.487388851657797,0.686486975707545,0
"RNF213-AS1",1,0,0,0
"RAB40AL",1,0,0,0
"SMTNL1",1,0,0,0
"RAB41",1,0,0,0
"CTAGE9",0.617988307121335,0,0.786187288285245,0
"UGDH-AS1",1,0,0,0
"TSPOAP1",1,0,0,0
"AGAP5",1,0,0,0
"LOC105372309",1,0,0,0
"KCNH4",1,0,0,0
"LARRPM",1,0,0,0
"URB1-AS1",1,0,0,0
"H3C6",1,0,0,0
"NFKBID",1,0,0,0
"112268253",1,0,0,0
"FADS6",1,0,0,0
"ASB5",0.742108238521282,0.670280062599836,0,0
"LOC105370627",1,0,0,0
"HNRNPCL2",1,0,0,0
"LINC00593",1,0,0,0
"IFT70A",1,0,0,0
"OR4M2-OT1",1,0,0,0
"OR5M1",1,0,0,0
"DEFB103B",1,0,0,0
"PLA2G4D",1,0,0,0
"PTH",1,0,0,0
"OVOL1",1,0,0,0
"NAP1L5",1,0,0,0
"OR5T3",1,0,0,0
"DMRTC1B",1,0,0,0
"CCDC18-AS1",1,0,0,0
"MMD2",1,0,0,0
"RAB3B",1,0,0,0
"MIR490",1,0,0,0
"ZNF485",0.742108238521282,0.670280062599836,0,0
"GGTLC3",1,0,0,0
"EME1",1,0,0,0
"LINC01858",1,0,0,0
"PACSIN3",1,0,0,0
"BLCAP",1,0,0,0
"107987304",1,0,0,0
"LOC105379385",1,0,0,0
"C6orf52",1,0,0,0
"105373623",1,0,0,0
"LOC158435",1,0,0,0
"KLKP1",1,0,0,0
"FER1L5",0.742108238521282,0.670280062599836,0,0
"KAZALD1",1,0,0,0
"ASAP1-IT2",1,0,0,0
"LOC105374340",1,0,0,0
"GLB1L3",1,0,0,0
"MPV17L",1,0,0,0
"LOC102723347",1,0,0,0
"TAS2R9",1,0,0,0
"DMRTC1",1,0,0,0
"NUTM2A",1,0,0,0
"FXYD2",1,0,0,0
"105370852",1,0,0,0
"KEL",1,0,0,0
"RGMA",1,0,0,0
"OR5M3",1,0,0,0
"CAPS",1,0,0,0
"EEF1AKMT3",1,0,0,0
"GNAT3",1,0,0,0
"TMEM174",1,0,0,0
"GJD4",1,0,0,0
"OR6C70",1,0,0,0
"OR5H14",1,0,0,0
"MAP4K3-DT",1,0,0,0
"LOC105369225",1,0,0,0
"NAT9",1,0,0,0
"LINC00336",1,0,0,0
"ZNF764",1,0,0,0
"ATCAY",1,0,0,0
"C6orf136",1,0,0,0
"GABPB1-IT1",1,0,0,0
"RPS15AP10",1,0,0,0
"FAM106A",1,0,0,0
"PCDHB7",1,0,0,0
"RPL23AP87",1,0,0,0
"ALOX12P2",1,0,0,0
"SNORA29",1,0,0,0
"OR2A7",1,0,0,0
"BHLHE22-AS1",1,0,0,0
"LOC101929200",1,0,0,0
"CD24",1,0,0,0
"KRTAP21-2",1,0,0,0
"CRP",0.742108238521282,0.670280062599836,0,0
"WNT6",1,0,0,0
"SNORA24",1,0,0,0
"LOC107985953",1,0,0,0
"ATP1B2",0.617988307121335,0,0.786187288285245,0
"OR4K1",1,0,0,0
"NR1I3",1,0,0,0
"HMGN2P46",1,0,0,0
"MOCS3",1,0,0,0
"RN7SL2",1,0,0,0
"FGF14-AS2",1,0,0,0
"CLCN2",1,0,0,0
"SNORA70F",1,0,0,0
"GOLGA8O",1,0,0,0
"A1BG-AS1",1,0,0,0
"OBSL1",1,0,0,0
"OVCH1",1,0,0,0
"LINC02152",1,0,0,0
"OR6C76",0.617988307121335,0,0.786187288285245,0
"LOC100132356",1,0,0,0
"FAM43A",1,0,0,0
"F12",1,0,0,0
"OR8G2P",1,0,0,0
"LOC105378179",1,0,0,0
"ALOX12B",0.742108238521282,0.670280062599836,0,0
"PDYN",0.742108238521282,0.670280062599836,0,0
"LOC102724427",1,0,0,0
"LOC112268260",1,0,0,0
"LOC105377056",1,0,0,0
"OR4K2",0.742108238521282,0.670280062599836,0,0
"NUTM2D",1,0,0,0
"AVIL",1,0,0,0
"USP17L27",1,0,0,0
"LOC107985936",1,0,0,0
"UTP15",1,0,0,0
"UFM1",1,0,0,0
"LINC02819",1,0,0,0
"OGFOD2",1,0,0,0
"LINC02918",1,0,0,0
"P2RY1",1,0,0,0
"TSPO2",1,0,0,0
"TAS2R10",1,0,0,0
"OR6C74",1,0,0,0
"LOC105377621",1,0,0,0
"LOC105376418",1,0,0,0
"NIPSNAP3B",1,0,0,0
"SMPD2",1,0,0,0
"AWAT2",0.742108238521282,0.670280062599836,0,0
"RDH13",1,0,0,0
"LOC105376844",1,0,0,0
"ACOT6",1,0,0,0
"LOC101927583",1,0,0,0
"DHX9-AS1",1,0,0,0
"CDIPTOSP",1,0,0,0
"101927600",1,0,0,0
"PPP1R3F",1,0,0,0
"SPATA31B2P",1,0,0,0
"LOC105376781",1,0,0,0
"LOC441087",1,0,0,0
"OR5I1",1,0,0,0
"CTAGE4",1,0,0,0
"LINC02782",1,0,0,0
"ITLN2",0.53961814226692,0.487388851657797,0.686486975707545,0
"LINC00641",1,0,0,0
"USP17L26",1,0,0,0
"TMEM239",0.742108238521282,0.670280062599836,0,0
"TPSB2",1,0,0,0
"HCG4",1,0,0,0
"TEX13A",1,0,0,0
"MIR3667HG",1,0,0,0
"CATSPER3",1,0,0,0
"BASP1-AS1",1,0,0,0
"SYT2",1,0,0,0
"LOC105377544",1,0,0,0
"LOC107984701",1,0,0,0
"CTAGE8",1,0,0,0
"PRICKLE2-AS3",1,0,0,0
"PIGM",1,0,0,0
"LOC101929259",1,0,0,0
"MTCP1",1,0,0,0
"TMEM86B",0.617988307121335,0,0.786187288285245,0
"MASP2",1,0,0,0
"SNORA2C",1,0,0,0
"DEFB103A",1,0,0,0
"FOXN3-AS2",1,0,0,0
"HNRNPCL1",1,0,0,0
"LOC105376818",1,0,0,0
"SLC25A41",1,0,0,0
"MIR1291",1,0,0,0
"PINLYP",1,0,0,0
"NRXN2",1,0,0,0
"CATIP-AS2",1,0,0,0
"MAP3K2-DT",1,0,0,0
"LOC105371356",1,0,0,0
"TIGD2",1,0,0,0
"VENTX",1,0,0,0
"FUT4",1,0,0,0
"LOC105378071",1,0,0,0
"LOC105377094",1,0,0,0
"CGB1",0.617988307121335,0,0.786187288285245,0
"PAXX",0.617988307121335,0,0.786187288285245,0
"OR6C3",1,0,0,0
"OR8K3",1,0,0,0
"GPR21",1,0,0,0
"107987206",1,0,0,0
"RN7SL1",1,0,0,0
"SLC25A51P4",1,0,0,0
"SETSIP",1,0,0,0
"LOC100126584",1,0,0,0
"SLC38A5",1,0,0,0
"USP17L25",1,0,0,0
"CHD1-DT",1,0,0,0
"DPPA2",1,0,0,0
"SNORA16A",1,0,0,0
"PRAMEF34P",1,0,0,0
"NOTCH2NLR",1,0,0,0
"INCA1",1,0,0,0
"USP17L24",1,0,0,0
"CAMTA2-AS1",1,0,0,0
"TCP10L2",1,0,0,0
"SYCE2",1,0,0,0
"IGFL4",1,0,0,0
"CNPY4",1,0,0,0
"DSG1-AS1",1,0,0,0
"RGS20",1,0,0,0
"FRG2B",0.742108238521282,0.670280062599836,0,0
"LOC284344",1,0,0,0
"PA2G4P4",1,0,0,0
"SMIM10",1,0,0,0
"CIDEA",0.742108238521282,0.670280062599836,0,0
"CCDC120",1,0,0,0
"SLC25A15",1,0,0,0
"SV2C",1,0,0,0
"LOC145474",1,0,0,0
"MADCAM1",1,0,0,0
"SLC30A10",1,0,0,0
"UGT1A8",1,0,0,0
"ZNF593",0.617988307121335,0,0.786187288285245,0
"SCN11A",1,0,0,0
"LINC00588",1,0,0,0
"OR8G1",1,0,0,0
"FAM151A",1,0,0,0
"DKKL1",1,0,0,0
"MEG8",1,0,0,0
"LOC105372266",1,0,0,0
"APOA2",1,0,0,0
"PTCSC3",1,0,0,0
"H3C13",1,0,0,0
"LOC105371227",1,0,0,0
"CAPN10-DT",1,0,0,0
"LOC102723409",1,0,0,0
"KTI12",1,0,0,0
"USP17L30",1,0,0,0
"HLA-V",1,0,0,0
"TSPY3",0.742108238521282,0.670280062599836,0,0
"TSPY1",1,0,0,0
"DENND6B",1,0,0,0
"COIL",0.617988307121335,0,0.786187288285245,0
"MSH5",1,0,0,0
"RNASE13",1,0,0,0
"USP17L5",1,0,0,0
"EPS8L1",1,0,0,0
"LINC01061",1,0,0,0
"NPY1R",1,0,0,0
"TMEM253",1,0,0,0
"LOC729681",1,0,0,0
"RASL10A",1,0,0,0
"OR5D13",1,0,0,0
"LOC105371767",1,0,0,0
"LINC01734",1,0,0,0
"CCNYL4",1,0,0,0
"MPP2",1,0,0,0
"IL31",1,0,0,0
"GJB6",0.617988307121335,0,0.786187288285245,0
"UPB1",1,0,0,0
"KRT6C",1,0,0,0
"LAMP5",0.617988307121335,0,0.786187288285245,0
"ST3GAL3",0.617988307121335,0,0.786187288285245,0
"ATAT1",1,0,0,0
"OR8I2",1,0,0,0
"101929418",1,0,0,0
"LINC01816",1,0,0,0
"RUNDC3A-AS1",1,0,0,0
"DUSP8",1,0,0,0
"PRAMEF36P",1,0,0,0
"HPS1",1,0,0,0
"LRRC27",1,0,0,0
"LOC101927522",1,0,0,0
"OR8U1",1,0,0,0
"SLC23A3",1,0,0,0
"LOC105375386",1,0,0,0
"FAM131B",1,0,0,0
"LOC101929420",1,0,0,0
"LOC105373265",1,0,0,0
"OPN1SW",1,0,0,0
"ZNF774",1,0,0,0
"MIR548I3",1,0,0,0
"OR5K3",1,0,0,0
"LINC02061",1,0,0,0
"WNT8A",1,0,0,0
"CFAP68",1,0,0,0
"PLA2G7",0.742108238521282,0.670280062599836,0,0
"EXT2",1,0,0,0
"TSPY10",1,0,0,0
"CYP3A43",1,0,0,0
"TSPY4",1,0,0,0
"LCE1D",1,0,0,0
"ZNF551",1,0,0,0
"LINC02641",1,0,0,0
"CARMAL",1,0,0,0
"DDX11L1",1,0,0,0
"PRSS33",0.53961814226692,0.487388851657797,0.686486975707545,0
"KHDC1L",0.617988307121335,0,0.786187288285245,0
"MGAM",0.617988307121335,0,0.786187288285245,0
"MYO18B",1,0,0,0
"RPGRIP1",1,0,0,0
"DGAT2-DT",1,0,0,0
"DLEU2L",1,0,0,0
"EPX",1,0,0,0
"MTNR1B",0.742108238521282,0.670280062599836,0,0
"OR8H1",1,0,0,0
"PPP1R14D",1,0,0,0
"SMG1P2",1,0,0,0
"C9orf50",1,0,0,0
"ULBP3",1,0,0,0
"LOC105373496",1,0,0,0
"TSPY2",1,0,0,0
"LOC102724142",1,0,0,0
"C11orf65",1,0,0,0
"LINC03039",1,0,0,0
"LOC101928384",1,0,0,0
"LURAP1",1,0,0,0
"CCDC169-SOHLH2",1,0,0,0
"PRAMEF5",1,0,0,0
"A1BG",1,0,0,0
"CGB5",1,0,0,0
"SNORD18A",1,0,0,0
"PTRH1",1,0,0,0
"TRPA2P",1,0,0,0
"SAMMSON",1,0,0,0
"EID2",1,0,0,0
"OR5W2",1,0,0,0
"EBLN2",1,0,0,0
"OR2L8",1,0,0,0
"TSPY8",1,0,0,0
"GNG3",1,0,0,0
"FOXQ1",1,0,0,0
"GGN",1,0,0,0
"PAXBP1",1,0,0,0
"PRAMEF6",1,0,0,0
"PRAMEF25",1,0,0,0
"OR10H1",1,0,0,0
"LINC00294",0.589094188963293,0,0,0.808064376476083
"SLC12A3",1,0,0,0
"107986043",1,0,0,0
"CEACAM20",1,0,0,0
"GLI1",1,0,0,0
"SYNE4",1,0,0,0
"BTBD18",1,0,0,0
"HBD",1,0,0,0
"MEIS3P1",1,0,0,0
"ARGLU1",0.53961814226692,0.487388851657797,0.686486975707545,0
"LINC01347",1,0,0,0
"NKX2-1-AS1",1,0,0,0
"MCOLN2",1,0,0,0
"LCN1",0.617988307121335,0,0.786187288285245,0
"PHAF1",1,0,0,0
"LINC00919",1,0,0,0
"LOC105373551",1,0,0,0
"GINS2",1,0,0,0
"FSD2",1,0,0,0
"RRS1",1,0,0,0
"LINC02108",1,0,0,0
"SALL4",0.742108238521282,0.670280062599836,0,0
"FBXW9",0.742108238521282,0.670280062599836,0,0
"LOC102725258",1,0,0,0
"LOC107986631",1,0,0,0
"SNORD27",1,0,0,0
"GRM6",1,0,0,0
"CD72",1,0,0,0
"IFNA7",1,0,0,0
"GOLGA8R",1,0,0,0
"ZXDA",1,0,0,0
"SCARNA15",1,0,0,0
"LOC107985567",1,0,0,0
"BNIPL",1,0,0,0
"SAP30L-AS1",1,0,0,0
"NIFK-AS1",1,0,0,0
"SIGLEC6",0.617988307121335,0,0.786187288285245,0
"RAB19",1,0,0,0
"FAM24B-CUZD1",1,0,0,0
"CUZD1",1,0,0,0
"CEMIP",1,0,0,0
"FANCB",1,0,0,0
"OR8K1",1,0,0,0
"LOC284950",1,0,0,0
"WDR25",1,0,0,0
"SH3D21",1,0,0,0
"PER3P1",1,0,0,0
"RANBP6",1,0,0,0
"ARHGEF26-AS1",1,0,0,0
"105379752",1,0,0,0
"WDR53",1,0,0,0
"NUTM2G",1,0,0,0
"IQSEC1",1,0,0,0
"YAE1",1,0,0,0
"LOC105376978",1,0,0,0
"SLC29A2",1,0,0,0
"PCOLCE-AS1",1,0,0,0
"TNFRSF11B",1,0,0,0
"LOC441081",1,0,0,0
"CAPNS2",1,0,0,0
"COL5A2",0.617988307121335,0,0.786187288285245,0
"LOC105375018",1,0,0,0
"THAP10",1,0,0,0
"PRSS16",1,0,0,0
"LOC107985903",1,0,0,0
"RHD",1,0,0,0
"FCRL1",1,0,0,0
"KRT16",0.742108238521282,0.670280062599836,0,0
"SPACA6",1,0,0,0
"TSHZ3",1,0,0,0
"CPVL-AS2",1,0,0,0
"MUC22",1,0,0,0
"VCY1B",1,0,0,0
"LOC100419170",1,0,0,0
"LINC01206",1,0,0,0
"PGAM4",1,0,0,0
"CKAP2L",1,0,0,0
"GLP2R",0.617988307121335,0,0.786187288285245,0
"OR51A4",1,0,0,0
"SLCO5A1",1,0,0,0
"TTLL6",0.742108238521282,0.670280062599836,0,0
"UCHL1",1,0,0,0
"ZNF582-DT",1,0,0,0
"SPIB",0.742108238521282,0.670280062599836,0,0
"RNF133",1,0,0,0
"LINC00114",1,0,0,0
"HSF4",1,0,0,0
"TBC1D3G",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC107985404",1,0,0,0
"PSMC3IP",1,0,0,0
"LOC105372997",1,0,0,0
"TMEM139",1,0,0,0
"GPR135",1,0,0,0
"MYCNOS",1,0,0,0
"LOC101927788",1,0,0,0
"LOC101927200",1,0,0,0
"DCST1",1,0,0,0
"TTLL13",1,0,0,0
"LOC155060",1,0,0,0
"IGSF23",1,0,0,0
"FAM86B3P",1,0,0,0
"YWHAEP1",1,0,0,0
"SPIN4",1,0,0,0
"ZNF619",1,0,0,0
"SLFNL1-AS1",1,0,0,0
"ANAPC11",1,0,0,0
"HOXB1",0.742108238521282,0.670280062599836,0,0
"TRPM5",1,0,0,0
"MIR29B2CHG",1,0,0,0
"IFT70B",1,0,0,0
"KIFC1",1,0,0,0
"DISP2",1,0,0,0
"TSGA13",0.742108238521282,0.670280062599836,0,0
"EPHB3",1,0,0,0
"105376108",1,0,0,0
"LOXL1-AS1",1,0,0,0
"SAXO1",1,0,0,0
"MIR9-1HG",1,0,0,0
"107985522",1,0,0,0
"LINC03103",1,0,0,0
"CHKB-DT",1,0,0,0
"CHRNA2",1,0,0,0
"FGFR1",1,0,0,0
"MIR202HG",1,0,0,0
"LOC729683",1,0,0,0
"CAMK2B",1,0,0,0
"LOC105372640",1,0,0,0
"DLG2-AS2",1,0,0,0
"PMP2",1,0,0,0
"CGREF1",1,0,0,0
"MDP1",1,0,0,0
"CENPM",1,0,0,0
"PRAMEF26",1,0,0,0
"LINC01346",1,0,0,0
"LOC105374352",1,0,0,0
"KCTD21",1,0,0,0
"TREML5P",1,0,0,0
"LOC102724087",1,0,0,0
"RFPL2",0.742108238521282,0.670280062599836,0,0
"TCAP",1,0,0,0
"SPATA31C1",1,0,0,0
"LOC105378618",1,0,0,0
"KRBA1",1,0,0,0
"DMKN",1,0,0,0
"SPATA8",0.617988307121335,0,0.786187288285245,0
"NSMCE3",1,0,0,0
"LOC102724877",1,0,0,0
"CA4",0.617988307121335,0,0.786187288285245,0
"SSX7",1,0,0,0
"SNORA7A",1,0,0,0
"RHBDL3",1,0,0,0
"IFNE",0.742108238521282,0.670280062599836,0,0
"DYNLT2",1,0,0,0
"IGFL2",1,0,0,0
"C10orf88B",1,0,0,0
"OR2J2",0.742108238521282,0.670280062599836,0,0
"LHB",0.617988307121335,0,0.786187288285245,0
